news_id	현재제목	현재길이	원제(중)	제안제목	제안길이	사유
273826	1-4월 누적 재정 지출 12조 위안 전년比 0.4% 증가	32	广义财政支出前4月超12万亿，二季度有望加力稳经济	광의의 재정 지출은 지난 4월 12조 위안	23	길이초과(32>24), 원제번역과상이
273700	유가 상승으로 원유펀드 위험등급 상향 조정	23	油价高位震荡、风险连环升级，原油基金投资者“进退两难”	유가가 높은 수준에서 변동하고 위험	19	원제번역과상이
273084	베이징시, 과학기술 금융 조정 메커니즘 회의 개최	27	人民银行北京市分行：截至2025年末金融机构科技型中小企业贷款余额同比增长21.9%	인민은행 베이징시 지점: 2025년 말	21	길이초과(27>24), 원제번역과상이
271881	러쥐지능 창업판, 클라우드 심천 과창판  IPO 신청	29	【看新股】乐聚智能、云深处、宇树科技冲刺A股IPO 机器人产业掀资本化热潮	【신주 보기】러쥐지능	11	길이초과(29>24), 원제번역과상이
273714	장보롱, 25억 위안 연구개발투자로 창업판 심사 통과	29	创业板“轻资产、高研发”再融资新标准首单落地	창업판의 '경자산, 고연구개발' 재융자	21	길이초과(29>24), 원제번역과상이
273345	중국 기업, 지난해 독일 투자 228개 14.6% 증가	30	报告显示去年中国成为德国最大外资项目来源国	보고서에 따르면 중국은 작년에 독일 최대	22	길이초과(30>24), 원제번역과상이
273099	'투창호' 20메가와트 부유식 풍력 프로젝트 개시	27	全球单机最大的漂浮式风电机组实证项目“图强号”启动建造	세계 1기 최대 부유식 풍력발전기 실증사업	23	길이초과(27>24), 원제번역과상이
272969	중국전신, 시범 상용 어원 패키지 출시	21	“Token包”来了，以后用AI就像交话费？	중국전신, 시범 상용 어원 패키지 출시	21	-
272429	샤넬 2025년 매출 193억 달러, 순이익 14.3% 감소	33	香奈儿2025财年营收193亿美元 中国市场四季度恢复增长	샤넬, 2025회계연도 매출 193억 달러	23	길이초과(33>24), 원제번역과상이
272545	광둥성 상업우주 산업 촉진회, 전문가 위원회 설립 완료	30	广东商业航天再添“智囊团”，多方携手赋能产业生态建设	광동 상업 우주항공에 또 다른 싱크탱크 추가	24	길이초과(30>24), 원제번역과상이
269932	슈뢰더 펀드, 3개 중국 펀드 변경 등록 신청	25	施罗德基金将三只基金的管理职能转移至路博迈基金 战略转型坚定看好中国市场	슈뢰더 펀드는 세 펀드의 관리 기능	19	길이초과(25>24), 원제번역과상이
267168	시장감독총국, 민영기업 지원 정책 7만건 검토	25	打破“玻璃门”“旋转门”  法治助力民营经济轻装上阵	유리문' '회전문' 법치 깨 민간경제	20	길이초과(25>24), 원제번역과상이
270978	베이징 부도심 총생산 2025년 1638.8억 위안, 10년간	34	经济总量翻番 北京城市副中心建设十周年交卷	경제 총량이 두 배로 늘어난 북경 도시 부	23	길이초과(34>24), 원제번역과상이
269671	중국과학기술대 '구장 4호' 3050광자 작업 성공	28	立方级算力突破，“九章四号”走出量子计算新赛道	큐브급 연산력 돌파 '구장 4호'	18	길이초과(28>24), 원제번역과상이
269533	중러 관계 30주년 계기 시진핑, 푸틴과 회담	25	习近平：以更高质量的中俄全面战略协作助力各自国家发展振兴	시진핑: 더 높은 품질의 중러 전면 전략	22	길이초과(25>24), 원제번역과상이
270933	화공테크, 12.8TXPO 솔루션 발표	21	全球最快！12.8T光模块亮相光博会 产业链预研加速 光通信圈热议“超级周期”	화공테크, 12.8TXPO 솔루션 발표	21	-
270699	Semight Instruments 시가총액 1617억 위안 돌파	36	联讯仪器领跑！多只科创新秀跻身A股高价股梯队	Semight Instruments	19	길이초과(36>24), 원제번역과상이
270952	장강메모리와 장강저장, A주 IPO 도전	22	子公司撤单、母公司接力，长控集团携长江存储冲刺A股IPO3028昨天 20:30	장강그룹은 장강메모리와 함께 A주	18	원제번역과상이
270191	충칭 중현에서 감귤 산업 고품질 발전 대회 개최	26	17:402026 忠县柑橘产业高质量发展大会|数字工具助力忠县柑橘科学产销	17:402026 충현 감귤 산업 고품질	22	길이초과(26>24), 원제번역과상이
268842	유엔 "2026년 세계 경제 성장 2.5%, 중동 위기 영향	33	联合国：中东冲突拖累全球经济 发展中国家承受最沉重冲击	UN 중동 분쟁, 글로벌 경제개발도상국	21	길이초과(33>24), 원제번역과상이
267644	러쥐 지능, 26억 위안 상장 통해 휴머노이드 로봇 개발 추진	34	乐聚智能抢下创业板第四套标准首单：估值43亿，收入为宇树15%15711小时前	러쥐 지능, 창업판 네 번째 표준 첫 주문	23	길이초과(34>24), 원제번역과상이
267643	2026년 '9·24 장세' 창업판 지수 147.3% 상승	32	“5·19行情”27周年：从互联网泡沫到AI革命，两轮科技牛有何不同739583小时前	5·19 장세" 27주년: 닷컴 버블	20	길이초과(32>24), 원제번역과상이
269000	중국 AI 호출량 2년 새 140조 위안 돌파	25	三大运营商齐推词元套餐释放惠民、产业双重红利	세 주요 통신사가 함께 추천한 메타세그먼트	23	길이초과(25>24), 원제번역과상이
267940	윈선심과 위수테크 IPO 도전	16	云深处与宇树赛跑科创板	구름 속 우수와 커촹반 경주	15	원제번역과상이
265814	광시성 규모 5.2 지진, 4급 비상 대응	23	预警抢出黄金时间  科技筑牢救援防线	조기경보 골든타임 과학기술로 구조 방어선	22	원제번역과상이
266482	중국-유럽 '스마일'위성, 2026년 성공 발사	26	“微笑”卫星今天发射 为空间天气预报提供科学支撑	오늘 발사된 스마일 위성	13	길이초과(26>24), 원제번역과상이
267779	로봇 ETF, 5월 170 억 위안 이상 유출	25	年内超170亿元“撤离”机器人主题ETF，资金为何越涨越卖？53183昨天 20:20	로봇 ETF, 5월 170 억 위안 이상	22	길이초과(25>24), 원제번역과상이
267770	베이커 그룹 1분기 순이익 189억 위안, 전년比 19% 감소	34	楼市“小阳春”盘活存量市场，贝壳一季度净利大增47%	조개껍데기의 1분기 순이익이 47% 크게	22	길이초과(34>24), 원제번역과상이
267942	운심심테크놀로지 IPO 25억 위안 모집 접수	25	机器人上市不是终点文丨陶凤	로봇 출시가 끝이 아니다丨타오펑	17	길이초과(25>24), 원제번역과상이
267144	국가에너지국, 4월 전력 사용량 전년比6.0% 증가	28	新华财经晚报：国产存储巨头长江存储启动上市辅导	신화재경만보: 국산 저장 대기업 장강메모리	23	길이초과(28>24), 원제번역과상이
267778	변호사 AI 의견서 법정 제출로 훈계 받아	23	壹快评｜把“AI问答”当代理意见被法官训诫，“逗比”律师的教训警示所有人3927昨天 23:02	"재롱" 변호사의 교훈은 모두에게 3927	23	원제번역과상이
265958	징둥, 3년 내 전국 50개 도시 로봇 방문 수리 서비스 보급	34	凝“新”聚力促就业丨AI为他们带来新身份	새로운" 힘을 모아 고용을 촉진하다丨AI	22	길이초과(34>24), 원제번역과상이
266226	위안화, 2026년 글로벌 결제 점유율 3위 달성	27	对话管涛：黄金再货币化趋势未结束，配置价值依然存在	대화관타오 "금 재화폐화 추세 끝나지 않아	23	길이초과(27>24), 원제번역과상이
263889	국가외환관리국 4월 은행 외환 결제액 1.7조 위안	28	【金融街发布】国家外汇局：4月银行结汇17673亿元人民币 售汇14920亿元人民币	【금융가 발표】국가외환국: 4월 은행 외환	23	길이초과(28>24), 원제번역과상이
266341	인공지능 생산 및 응용 전자 전용 소재 제조와 집적회로 제조 판매 수익 호조	42	税务总局：AI相关行业前4月销售收入大涨104456分钟前	세무총국: AI 관련 업계 올 4월 매출	22	길이초과(42>24), 원제번역과상이
265815	중국전기장비그룹, '전기 엔진' 대형 모델 공식 발표	29	电气装备领域专属大模型“电擎”发布	전장 분야 특화 대형 모델 '엔진' 출시	22	길이초과(29>24), 원제번역과상이
266348	상하이 마이크로일렉트로닉스 28나노 장비 첫 인도, 중미 회사	34	放下“先进制程”执念，“成熟制程”引领半导体设备逆势狂欢	첨단 공정' 집착 접고 '성숙한 공정'	21	길이초과(34>24), 원제번역과상이
265812	중국, 2025년까지 70개 과학기술 인프라 프로젝트 추진	32	纵论基础研究丨体系化布局建设重大科技基础设施	종론기초연구丨체계화된 배치로 중대	18	길이초과(32>24), 원제번역과상이
264297	중국 국가통계국 대변인 푸링후이 경제 브리핑	24	最新公布的主要经济指标显示：我国国民经济保持向新向优发展态势	최근 발표된 주요 경제 지표는 중국 국민	22	원제번역과상이
264301	해외도피 촨터우 신에너지 회사 총경리 류량 체포	26	川投新能源公司总经理刘亮被遣返回国	쓰촨 투자 신에너지 회사의 총경리 류량	21	길이초과(26>24), 원제번역과상이
264589	리창, 인공지능과 제조업 융합 강조	19	李强在北京调研时强调 推动人工智能与先进制造业深度融合 加快培育塑造经济发展新动能新优势	리창, 인공지능과 제조업 융합 강조	19	-
264141	딩쉐샹, 중국 전역 통합 계산망 구축 강조	23	丁薛祥在调研算力网建设时强调 加快构建全国一体化算力网 赋能经济社会高质量发展	딩쉐샹은 컴퓨팅 파워 네트워크 구축	19	원제번역과상이
264129	바이두 미국 주식은 시가 총액 460억 불	23	百度一季度营收320.8亿元超预期，美股股价盘前涨超3%	바이두의 1분기 매출은 320.8억 위안	22	원제번역과상이
263514	위수테크놀로지, AGD01 양산으로 80% 비용 절감 성공	32	从机甲量产到AI适配  人形机器人商业化提速	네일아트 양산에서 AI 휴머노이드 로봇	21	길이초과(32>24), 원제번역과상이
264831	베이징 상장기업 2025년 시가총액 33조 위안	26	硬科技引领 北京市A股公司达484家	하드 테크놀로지가 북경시 A주 회사	19	길이초과(26>24), 원제번역과상이
261431	모건스탠리, 중국 2026년 경제 성장 4.8%	26	摩根士丹利上调中国经济增长预测，认为A股表现将优于离岸市场113744分钟前	모건스탠리, 중경제성장 전망 상향조정...A주 11만3744분전	35	길이초과(26>24), 원제번역과상이
263387	공안기관, 불법 드론 해킹 조직 5명 체포	23	严打无人机“黑飞”行为！公安部公布10起典型案例	공안기관, 불법 드론 해킹 조직 5명 체포	23	-
262691	장진광자 과창판 상장	11	国产特种光纤第一股等2只新股今日申购，另有两只上市丨打新早知道	국산 특수 광섬유 1등 신주 2종 오늘 청약	24	원제번역과상이
260688	무어 스레드, 인공지능 중간시험기지와 협력 계약 체결	29	摩尔线程与国家具身智能应用中试基地签署战略合作协议	무어 스레드, 국가 지능형 응용 파일럿	21	길이초과(29>24), 원제번역과상이
261574	보험사 주식투자 총 운용 잔액 39조 위안 돌파	26	39万亿险资一季度股票投资占比创近年新高，市场波动下如何排兵布阵	39조 보험자금의 1분기 주식 투자 비중	22	길이초과(26>24), 원제번역과상이
261430	중국 4월 부동산 거래 3.3% 증가	20	4月居民贷款大幅缩水近8000亿，信贷疲软与楼市修复为何背离110261小时前	4월 주민 대출이 약 8000억 위안	20	원제번역과상이
261666	장신테크 2025년 1분기 순이익 330 억 위안	27	国内存储厂长鑫科技更新招股书：第一季度净利润超200亿元281154分钟前	1분기 순이익 200억 위안 초과 281154분 전	28	길이초과(27>24), 원제번역과상이
261007	약용 식물 자원 이용한 윈난 바이야오, 왓슨 바이오 발전	31	“十五五”开局·创新看点丨AI赋能，云南生物医药产业正“智变升级”	15차 5개년 계획"의 시작·혁신	18	길이초과(31>24), 원제번역과상이
260274	중국 3월 하루 토큰 호출량 140조 위안 초과	26	冲上热搜！算力网，要来了！重大机遇	중국 3월 하루 토큰 호출량 140조 위안	23	길이초과(26>24), 원제번역과상이
260729	중국 항공우주, 올해 10개 이상 기업 IPO 추진	28	政策与技术双轮驱动，民商火箭进入盈利弹性验证期	정책과 기술의 이중 추진	13	길이초과(28>24), 원제번역과상이
257983	OpenLET 맞춤형 스마트 오픈 소스 데이터 세트 커뮤니티 작업 위원회 설립	43	虚拟动点加入OpenLET工作委员会，共建具身智能数据新生态	가상 동점은 OpenLET 작업 위원회에	22	길이초과(43>24), 원제번역과상이
